,handle,user_rating,skill_strings,skill_math,skill_implementation,skill_data structures,skill_dp,skill_constructive algorithms,skill_graphs,skill_geometry,contest_id,problem_index,problem_name,rating,is_strings,is_math,is_implementation,is_data structures,is_dp,is_constructive algorithms,is_graphs,is_geometry,is_solved
271,ahgus89,2190,0.06156525248707552,0.2462519819585158,0.15929213273187023,0.10941476408128849,0.15436458497450956,0.15679111793548192,0.08079598749935743,0.031524178331898904,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
272,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
273,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
274,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
275,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
276,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
277,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
278,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
279,Alsophila,1993,0.05322035035946302,0.1552031598036249,0.2045863782331889,0.1749775263846568,0.12861653117623545,0.15991804226155887,0.08863388465599241,0.03484412712527992,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
280,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
281,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
282,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,1
283,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
284,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
285,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
286,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
287,fried-chicken,1909,0.05495817632986245,0.21357459750719243,0.19552596398482083,0.14044087880429917,0.12889274241685475,0.14807584240871816,0.10599363515895203,0.012538163389299249,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
288,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
289,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
290,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
291,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
292,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
293,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
294,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
295,_no0B,1981,0.07008889408391558,0.09476384182483048,0.09389552056403444,0.21696867985713766,0.251067791674856,0.11314838367766537,0.13615204294407454,0.023914845373470207,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
296,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
297,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
298,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
299,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
300,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
301,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
302,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
303,vp-asp,1894,0.08254294148648707,0.14482259532130262,0.16238806835163455,0.14854497772157735,0.15439201311267903,0.17458810838858174,0.12491951774364228,0.007801777874094875,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
304,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
305,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
306,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
307,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
308,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
309,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
310,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
311,NatInTheHat,1995,0.05516140226138104,0.14233223895655697,0.20889863816415927,0.15327905271622438,0.19407062348987397,0.12227477139465238,0.1049809138212215,0.019002359195924936,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
312,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
313,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
314,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
315,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
316,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
317,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
318,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
319,-messi-,1970,0.0596626251250203,0.11175129817758274,0.26165886944185124,0.0882129249518969,0.2858737813914738,0.08219474587677542,0.10489248856692877,0.0057532664684713805,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
320,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
321,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,1
322,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
323,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
324,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
325,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
326,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
327,avirammagen11,1668,0.08047965218173592,0.12828316530620126,0.2751743098639361,0.11333546923512292,0.16821696356031607,0.14941353583757336,0.0667381531486563,0.018358750866459304,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
328,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
329,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
330,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
331,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
332,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
333,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
334,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
335,aaj_ni_maanta_bhai,1505,0.041105767088298155,0.19431341055517976,0.24865940114250742,0.08042761578290199,0.09935654885755586,0.2203976635703743,0.11034207660748735,0.00539751639569805,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
336,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
337,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
338,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
339,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
340,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
341,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
342,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
343,AM_I_Learning,1518,0.08757492354130363,0.2545538041098674,0.20810278104078803,0.17708241335184396,0.1238835422333944,0.076710240360363,0.06733438382943933,0.004757911532999038,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
344,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
345,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
346,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
347,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
348,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
349,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
350,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
351,MohamedMagdy,1295,0.06697206062278686,0.0626131692955962,0.16153327849656696,0.03484234504139864,0.645508855882678,0.024102591048231925,0.0019399712780490224,0.0024877283346897835,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
352,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
353,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
354,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
355,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
356,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
357,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
358,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
359,ZzaZi,1492,0.08158626681565422,0.2171203722036432,0.3189800968686094,0.07065409825560048,0.12357969259596609,0.10515663676958027,0.0654436039638397,0.017479232527110658,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
360,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
361,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
362,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
363,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
364,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
365,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
366,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
367,sushant_verma,1697,0.04375061844879124,0.19239869168445828,0.2178378802989375,0.1836317206702306,0.10557455991008675,0.12842797233893632,0.11717039953112164,0.011208157117436125,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
368,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
369,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
370,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
371,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
372,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
373,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
374,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
375,_valhalla,1281,0.05520957078243486,0.4032329444892463,0.37447861660359644,0.034024208320886914,0.0426836087769409,0.06675874668335997,0.011501640822604749,0.012110663520928596,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
376,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
377,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
378,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
379,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
380,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,E,Let Them Slide,2200,0,0,1,1,0,0,0,0,0
381,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,F,Bits And Pieces,2600,0,0,0,0,1,0,0,0,0
382,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,G,Polygons,2700,0,1,0,0,0,0,0,0,0
383,Olerinskiy,1914,0.04464199252301312,0.19809753691254656,0.13590691102954494,0.09667626260587149,0.10966443980076987,0.10103188661557014,0.30379602046288245,0.010184950049797357,1208,H,Red Blue Tree,3500,0,0,1,1,0,0,0,0,0
384,IstiakAhmedSifat,1334,0.08354705867796654,0.2698513451535292,0.4724327378791399,0.026527673854124023,0.041530129098707506,0.08263734582521555,0.0067509825818799106,0.016722726929426845,1208,A,XORinacci,900,0,1,0,0,0,0,0,0,1
385,IstiakAhmedSifat,1334,0.08354705867796654,0.2698513451535292,0.4724327378791399,0.026527673854124023,0.041530129098707506,0.08263734582521555,0.0067509825818799106,0.016722726929426845,1208,B,Uniqueness,1500,0,0,1,0,0,0,0,0,0
386,IstiakAhmedSifat,1334,0.08354705867796654,0.2698513451535292,0.4724327378791399,0.026527673854124023,0.041530129098707506,0.08263734582521555,0.0067509825818799106,0.016722726929426845,1208,C,Magic Grid,1800,0,0,0,0,0,1,0,0,0
387,IstiakAhmedSifat,1334,0.08354705867796654,0.2698513451535292,0.4724327378791399,0.026527673854124023,0.041530129098707506,0.08263734582521555,0.0067509825818799106,0.016722726929426845,1208,D,Restore Permutation,1900,0,0,1,1,0,0,0,0,0
